pmra,pmde,jmag,ra,de,pmr_mas,pmd_mas
3.31389E-6,-5.38889E-7,17.382,50.2666666666667,-7.25166666666667,11.930004,-1.9400005
-2.19444E-7,-1.43611E-6,17.381,126.44625,18.2077777777778,-0.7899984,-5.169996
-1.13056E-6,-1.90556E-6,17.381,135.032916666667,18.3630555555556,-4.070016,-6.860016
-5.11111E-7,1.78611E-6,17.381,164.39125,22.8025,-1.8399997,6.429996
-6.5E-7,-1.07778E-6,17.379,151.949583333333,57.3466666666667,-2.34,-3.880008
-6.44167E-6,-6.77778E-7,17.379,188.569166666667,-1.74055555555556,-23.190012,-2.4400008
1.03333E-6,-1.51944E-6,17.379,188.569166666667,-1.74055555555556,3.719988,-5.469984
-2.86111E-7,-3.61111E-7,17.379,229.830833333333,22.7380555555556,-1.0299996,-1.2999996
8.72222E-7,2.40556E-6,17.378,136.455416666667,27.0994444444445,3.1399992,8.660016
-2.43056E-6,-1.06389E-6,17.378,159.1375,22.0533333333333,-8.750016,-3.8300037
-6.11111E-7,5.72222E-7,17.378,199.360416666667,58.9047222222222,-2.1999996,2.0599992
2.16944E-6,-1.30556E-6,17.377,157.617916666667,29.8094444444444,7.809984,-4.700016
-1.20833E-6,-1.71389E-6,17.377,179.636666666667,0.860555555555556,-4.349988,-6.170004
5.30556E-7,1.10833E-6,17.377,188.8125,25.4175,1.9100016,3.989988
-1.50278E-6,-4.075E-6,17.376,182.574166666667,39.9461111111111,-5.410008,-14.67
-2.06111E-6,-1.63889E-7,17.376,243.960833333333,14.7227777777778,-7.4199963,-0.5900004
-6.94444E-8,-4.33333E-7,17.375,141.0425,21.5208333333333,-0.24999984,-1.5599989
-3.86111E-7,4.77778E-7,17.374,115.701666666667,27.07,-1.3899996,1.7200007
-2.60556E-6,-2.30556E-7,17.373,218.55125,26.0288888888889,-9.380016,-0.8300016
-5.41667E-7,5.19444E-7,17.373,219.100416666667,56.8191666666667,-1.9500012,1.8699983
6.86111E-7,6.11111E-8,17.372,39.95375,14.5597222222222,2.4699996,0.21999997
-5.0E-8,-1.14167E-6,17.372,227.704583333333,16.4441666666667,-0.18,-4.110012
2.78056E-6,-4.38333E-6,17.371,303.7675,-45.3430555555556,10.0100155,-15.779988
-2.48222E-5,-1.94583E-5,17.37,15.42625,-1.86444444444444,-89.359924,-70.04988
2.56111E-6,-2.76944E-6,17.37,15.42625,-1.86444444444444,9.219996,-9.969984
5.88889E-7,-1.61111E-6,17.37,252.329583333333,30.7883333333333,2.1200004,-5.799996
2.80278E-6,-1.29167E-6,17.37,351.968333333333,-9.98361111111111,10.090008,-4.650012
3.80556E-7,-6.55556E-7,17.369,229.315416666667,29.6536111111111,1.3700016,-2.3600016
7.08333E-7,-2.41389E-6,17.368,171.054166666667,5.92222222222222,2.5499988,-8.690003
8.80556E-7,5.16667E-7,17.368,201.062083333333,35.7491666666667,3.1700015,1.8600012
-1.23889E-6,1.16389E-6,17.368,204.970833333333,38.6622222222222,-4.4600043,4.1900043
-1.21111E-6,1.94444E-7,17.367,10.6791666666667,0.0338888888888889,-4.359996,0.6999984
